implementing_agency,period,n_works_in_period,log_median_amount,round_rate,completion_rate,median_delay,templating_rate,backdated_rate,rs_total
RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),2025Q4,14,5.9055044546362225,0.07142857142857142,0.0,345.0,0.0,0.0,14873875.0
RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),2026Q1,16,5.821840927200454,0.0625,0.0,345.0,0.0,0.0,11857306.0
RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA),2023Q3,26,5.698970004336019,1.0,0.0,345.0,0.0,0.0,13000000.0
RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA),2023Q4,120,5.698970004336019,0.9916666666666667,0.008333333333333333,720.0,0.2916666666666667,0.0,52049361.0
RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA),2024Q1,45,4.954242509439325,0.9333333333333333,0.0,345.0,0.0,0.0,13870000.0
RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA),2024Q4,3,5.698970004336019,1.0,0.0,345.0,0.0,0.0,1500000.0
RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA),2025Q1,9,5.698970004336019,0.8888888888888888,0.1111111111111111,223.0,0.0,0.0,10336000.0
RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA),2025Q2,19,5.698970004336019,0.7368421052631579,0.3157894736842105,277.5,0.0,0.0,13995548.0
RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA),2025Q3,3,6.0,1.0,0.0,345.0,0.0,0.0,3000000.0
RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA),2025Q4,26,5.698970004336019,1.0,0.0,345.0,0.07692307692307693,0.0,15500000.0
RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA),2026Q1,22,5.698970004336019,1.0,0.0,345.0,0.0,0.0,14000000.0
RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),2022Q2,16,5.698970004336019,0.375,0.8125,1352.0,0.0,0.0,11454494.0
RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),2023Q3,43,5.953759691733229,0.3023255813953488,0.5581395348837209,898.0,0.0,0.0,34350533.0
RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),2023Q4,2,5.999348069206722,0.0,1.0,85.5,0.0,0.0,1997000.0
RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),2024Q1,84,5.8558397610490225,0.25,0.7380952380952381,675.0,0.0,0.03571428571428571,78504715.0
RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),2024Q4,6,5.698970004336019,1.0,0.0,345.0,0.0,0.0,4000000.0
RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),2025Q1,38,6.096458459514609,0.7105263157894737,0.34210526315789475,307.0,0.0,0.0,54182714.0
RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),2025Q2,4,6.096910013008056,1.0,0.0,345.0,0.0,0.0,6500000.0
RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),2025Q3,11,6.0,1.0,0.09090909090909091,181.0,0.0,0.0,19350000.0
RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),2025Q4,22,6.176091259055681,0.9090909090909091,0.09090909090909091,112.0,0.0,0.0,37422000.0
RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),2026Q1,9,6.146128035678238,1.0,0.0,345.0,0.0,0.0,12000000.0
RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),2022Q4,2,5.210853365314893,0.5,0.0,345.0,0.0,0.0,325000.0
RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),2023Q2,2,5.1555592014080505,0.0,0.0,345.0,0.0,0.0,286147.0
RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),2023Q3,1,5.477121254719663,1.0,0.0,345.0,0.0,0.0,300000.0
RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),2023Q4,7,5.845098040014257,0.42857142857142855,0.7142857142857143,706.0,0.0,0.0,6353857.0
RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),2024Q4,32,5.698970004336019,0.90625,0.125,429.0,0.40625,0.0,19516713.0
RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),2025Q2,26,5.4996870826184034,0.6153846153846154,0.038461538461538464,265.0,0.7307692307692307,0.0,12460000.0
RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),2025Q3,4,5.829303772831025,1.0,0.0,345.0,0.25,0.0,3250000.0
RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),2025Q4,3,6.146128035678238,1.0,0.0,345.0,0.0,0.0,5900000.0
RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),2026Q1,5,5.698970004336019,1.0,0.0,345.0,0.2,0.0,3200000.0
RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),2023Q3,93,5.698741505338032,0.7204301075268817,0.7956989247311828,393.0,0.0,0.0,40602536.0
RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),2023Q4,8,5.653212513775344,1.0,0.75,669.0,0.0,0.0,3350000.0
RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),2024Q1,86,5.6020599913279625,0.8488372093023255,0.6976744186046512,232.5,0.0,0.0,35155839.0
RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),2024Q3,4,6.0,1.0,1.0,130.0,0.0,0.0,4000000.0
RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),2024Q4,37,5.698970004336019,0.8378378378378378,0.35135135135135137,474.0,0.0,0.0,22290636.0
RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),2025Q1,11,5.812913356642856,1.0,0.09090909090909091,230.0,0.0,0.0,9300000.0
RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),2025Q2,4,5.8750612633917,0.75,0.5,324.0,0.0,0.0,3443280.0
RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),2025Q3,24,5.845098040014257,1.0,0.0,345.0,0.0,0.0,20900000.0
RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),2025Q4,10,5.698970004336019,1.0,0.0,345.0,0.0,0.0,8050000.0
RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),2026Q1,9,5.698970004336019,1.0,0.0,345.0,0.0,0.0,7500000.0
RAISEN(DISTRICT COLLECTOR RAISEN_IDA),2023Q3,139,5.301029995663981,0.7410071942446043,0.0,345.0,0.37410071942446044,0.0,30167452.0
RAISEN(DISTRICT COLLECTOR RAISEN_IDA),2023Q4,44,5.0,0.7045454545454546,0.0,345.0,0.0,0.0,6975000.0
RAISEN(DISTRICT COLLECTOR RAISEN_IDA),2024Q1,34,5.3979400086720375,0.5882352941176471,0.0,345.0,0.0,0.0,13306732.0
RAISEN(DISTRICT COLLECTOR RAISEN_IDA),2024Q4,6,5.176091259055681,0.6666666666666666,0.0,345.0,0.0,0.0,3820000.0
RAISEN(DISTRICT COLLECTOR RAISEN_IDA),2025Q1,46,5.477121254719663,0.9782608695652174,0.0,345.0,0.6521739130434783,0.0,19970000.0
RAISEN(DISTRICT COLLECTOR RAISEN_IDA),2025Q2,11,5.176091259055681,1.0,0.0,345.0,0.0,0.0,3950000.0
RAISEN(DISTRICT COLLECTOR RAISEN_IDA),2025Q3,10,5.176091259055681,1.0,0.0,345.0,0.0,0.0,4100000.0
RAISEN(DISTRICT COLLECTOR RAISEN_IDA),2025Q4,6,5.243038048686294,1.0,0.0,345.0,0.0,0.0,1850000.0
RAISEN(DISTRICT COLLECTOR RAISEN_IDA),2026Q1,9,5.477121254719663,1.0,0.0,345.0,0.0,0.0,4000000.0
RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA),2019Q4,1,4.690196080028514,0.0,0.0,345.0,0.0,0.0,49000.0
RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA),2024Q1,134,5.477121254719663,0.9701492537313433,0.0,345.0,0.014925373134328358,0.0,36815838.0
RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA),2024Q3,10,5.778151250383644,1.0,0.0,345.0,0.0,0.0,7300000.0
RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA),2024Q4,37,5.698970004336019,1.0,0.0,345.0,0.0,0.0,20000000.0
RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA),2025Q1,8,5.301029995663981,0.875,0.0,345.0,0.0,0.0,1420000.0
RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA),2025Q2,20,5.301029995663981,1.0,0.0,345.0,0.0,0.0,4400000.0
RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA),2025Q3,40,5.301029995663981,0.925,0.0,345.0,0.0,0.0,9600000.0
RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA),2025Q4,39,5.301029995663981,0.9487179487179487,0.0,345.0,0.0,0.0,7605000.0
RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA),2026Q1,1,6.903089986991944,1.0,0.0,345.0,0.0,0.0,8000000.0
RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),2023Q3,92,5.486186695434457,0.29347826086956524,0.0,345.0,0.75,0.0,24000496.0
RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),2023Q4,149,5.311869304487801,0.3422818791946309,0.0,345.0,0.9798657718120806,0.0,27974292.5
RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),2024Q1,62,5.486186695434457,0.03225806451612903,0.0,345.0,0.9516129032258065,0.0,18710577.5
RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),2024Q3,99,5.0,0.5050505050505051,0.0,345.0,0.9393939393939394,0.0,45840547.0
RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),2024Q4,35,5.606905641866492,0.8857142857142857,0.0,345.0,0.0,0.0,14182285.0
RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),2025Q1,15,5.2201761047408715,0.26666666666666666,0.0,345.0,0.6666666666666666,0.0,4538056.0
RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),2025Q2,19,5.698970004336019,0.9473684210526315,0.0,345.0,0.0,0.0,9011798.0
RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),2025Q3,89,5.0,0.7752808988764045,0.0,345.0,0.9325842696629213,0.0,53361810.0
RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),2025Q4,21,5.104726044109975,0.047619047619047616,0.0,345.0,0.9047619047619048,0.0,2812400.0
RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),2026Q1,30,5.698970004336019,0.7666666666666667,0.0,345.0,0.2,0.0,19385439.0
RAJKOT(DISTRICT COLLECTOR RAJKOT_IDA),2023Q4,126,5.466542148122652,0.36507936507936506,0.9126984126984127,357.5,0.373015873015873,0.007936507936507936,45700960.0
RAJKOT(DISTRICT COLLECTOR RAJKOT_IDA),2024Q1,114,5.3979400086720375,0.4298245614035088,0.8947368421052632,497.0,0.13157894736842105,0.0,42462586.0
RAJKOT(DISTRICT COLLECTOR RAJKOT_IDA),2024Q2,3,5.477121254719663,0.3333333333333333,1.0,96.0,0.0,0.0,952368.0
RAJKOT(DISTRICT COLLECTOR RAJKOT_IDA),2024Q3,23,5.6020599913279625,0.6956521739130435,0.8260869565217391,326.0,0.0,0.0,9574069.0
RAJKOT(DISTRICT COLLECTOR RAJKOT_IDA),2024Q4,17,5.698970004336019,0.8823529411764706,0.7058823529411765,371.5,0.11764705882352941,0.0,7189451.0
RAJKOT(DISTRICT COLLECTOR RAJKOT_IDA),2025Q1,81,5.6020599913279625,0.7407407407407407,0.6049382716049383,315.0,0.0,0.0,32897939.0
RAJKOT(DISTRICT COLLECTOR RAJKOT_IDA),2025Q2,18,6.0,0.8888888888888888,0.1111111111111111,284.5,0.0,0.0,18648491.0
RAJKOT(DISTRICT COLLECTOR RAJKOT_IDA),2025Q3,56,5.4065401804339555,0.42857142857142855,0.10714285714285714,168.0,0.07142857142857142,0.0,22634511.0
RAJKOT(DISTRICT COLLECTOR RAJKOT_IDA),2025Q4,59,5.698970004336019,0.9322033898305084,0.01694915254237288,138.0,0.7627118644067796,0.0,32364659.0
RAJKOT(DISTRICT COLLECTOR RAJKOT_IDA),2026Q1,65,5.6020599913279625,0.6461538461538462,0.015384615384615385,106.0,0.27692307692307694,0.0,26155468.0
RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA),2023Q3,53,5.698970004336019,0.660377358490566,0.9622641509433962,140.0,0.18867924528301888,0.0,26155780.0
RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA),2023Q4,7,5.436781036437336,0.5714285714285714,0.8571428571428571,205.0,0.2857142857142857,0.0,1907799.0
RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA),2024Q1,24,5.476966328724338,0.625,0.8333333333333334,200.0,0.041666666666666664,0.0,8444154.0
RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA),2024Q4,13,5.6020599913279625,0.7692307692307693,0.9230769230769231,217.5,0.15384615384615385,0.0,5139888.0
RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA),2025Q1,1,6.397926979642144,0.0,0.0,345.0,0.0,0.0,2499925.0
RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA),2025Q2,23,5.6019535761435035,0.30434782608695654,0.8260869565217391,176.0,0.6521739130434783,0.0,9597128.0
RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA),2025Q3,16,5.698970004336019,0.9375,0.5625,111.0,0.25,0.0,7799551.0
RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA),2025Q4,13,5.653212513775344,0.8461538461538461,0.38461538461538464,80.0,0.46153846153846156,0.0,6499996.0
RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA),2026Q1,21,5.477121254719663,0.9047619047619048,0.23809523809523808,136.0,0.0,0.0,6358000.0
RAJOURI(Deputy Commissioner Rajouri_IDA),2023Q3,5,5.5204835327407915,0.4,0.6,832.0,0.0,0.0,5618126.0
RAJOURI(Deputy Commissioner Rajouri_IDA),2024Q1,4,5.70070371714502,0.0,1.0,607.5,0.0,0.0,1968000.0
RAJOURI(Deputy Commissioner Rajouri_IDA),2025Q2,3,6.3979400086720375,0.6666666666666666,0.3333333333333333,334.0,0.0,0.0,22855000.0
RAJOURI(Deputy Commissioner Rajouri_IDA),2025Q3,9,6.0,0.5555555555555556,0.2222222222222222,286.5,0.0,0.0,12078000.0
RAJOURI(Deputy Commissioner Rajouri_IDA),2025Q4,2,5.0,1.0,0.0,345.0,0.0,0.0,200000.0
RAJOURI(Deputy Commissioner Rajouri_IDA),2026Q1,13,5.698970004336019,0.8461538461538461,0.0,345.0,0.0,0.0,6735000.0
RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA),2023Q3,45,5.698970004336019,0.7555555555555555,0.35555555555555557,885.0,0.0,0.0,29037442.0
RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA),2025Q1,2,5.977723605288848,1.0,0.0,345.0,0.0,0.0,1900000.0
RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA),2025Q2,16,6.0,0.9375,0.125,272.5,0.0,0.0,14599936.0
RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA),2025Q3,8,6.096910013008056,1.0,0.0,345.0,0.0,0.0,10950000.0
RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA),2026Q1,45,5.698970004336019,0.7777777777777778,0.0,345.0,0.044444444444444446,0.0,26600000.0
RAMANAGARA(DEPUTY COMMISSIONER RAMANAGARA_IDA),2023Q4,5,5.698970004336019,1.0,0.0,345.0,0.0,0.0,2500000.0
RAMANAGARA(DEPUTY COMMISSIONER RAMANAGARA_IDA),2024Q1,50,6.079181246047625,0.94,0.06,759.0,0.88,0.0,55897229.0
RAMANAGARA(DEPUTY COMMISSIONER RAMANAGARA_IDA),2024Q3,11,5.6020599913279625,0.7272727272727273,0.36363636363636365,537.0,0.0,0.0,6198488.0
RAMANAGARA(DEPUTY COMMISSIONER RAMANAGARA_IDA),2024Q4,49,5.698970004336019,0.9387755102040817,0.42857142857142855,431.0,0.0,0.0,24943674.0
RAMANAGARA(DEPUTY COMMISSIONER RAMANAGARA_IDA),2025Q1,26,5.651498982644537,0.8461538461538461,0.23076923076923078,389.0,0.0,0.0,10046101.0
RAMANAGARA(DEPUTY COMMISSIONER RAMANAGARA_IDA),2025Q2,17,5.698970004336019,0.8823529411764706,0.17647058823529413,247.0,0.0,0.0,12725742.0
RAMANAGARA(DEPUTY COMMISSIONER RAMANAGARA_IDA),2025Q3,45,5.698970004336019,0.6888888888888889,0.044444444444444446,216.0,0.0,0.0,20561396.0
RAMANAGARA(DEPUTY COMMISSIONER RAMANAGARA_IDA),2025Q4,2,5.243038048686294,1.0,0.0,345.0,0.0,0.0,350000.0
RAMANAGARA(DEPUTY COMMISSIONER RAMANAGARA_IDA),2026Q1,5,5.431363764158987,0.8,0.0,345.0,0.0,0.0,2620000.0
RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),2023Q3,6,5.698970004336019,1.0,0.0,345.0,0.0,0.0,4000000.0
RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),2023Q4,29,5.633468455579586,0.3793103448275862,0.13793103448275862,921.0,0.0,0.0,17106254.0
RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),2024Q1,98,5.633468455579586,0.32653061224489793,0.2653061224489796,797.0,0.0,0.0,62890521.0
RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),2024Q4,4,5.740362689494244,1.0,0.0,345.0,0.0,0.0,2200000.0
RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),2025Q1,4,5.954242509439325,0.75,0.5,442.5,0.0,0.0,3399477.0
RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),2025Q2,15,5.740362689494244,0.6666666666666666,0.0,345.0,0.0,0.0,8575000.0
RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),2025Q3,67,5.633468455579586,0.3582089552238806,0.1044776119402985,303.0,0.0,0.0,40396420.0
RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),2025Q4,3,5.739722620727211,0.3333333333333333,0.3333333333333333,149.0,0.0,0.0,1979190.0
RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),2026Q1,2,6.300927055672899,0.5,0.5,83.0,0.0,0.0,3999052.0
RAMBAN(Deputy Commissioner Ramban_IDA),2024Q1,26,5.29928933408768,0.38461538461538464,0.5,786.0,0.0,0.0,10540300.0
RAMBAN(Deputy Commissioner Ramban_IDA),2024Q4,12,5.298743943482407,0.5,0.5833333333333334,446.0,0.0,0.0,2471700.0
RAMBAN(Deputy Commissioner Ramban_IDA),2025Q1,8,5.277609214304091,0.25,0.75,388.0,0.0,0.0,1538000.0
RAMBAN(Deputy Commissioner Ramban_IDA),2025Q2,1,6.903089986991944,1.0,0.0,345.0,0.0,0.0,8000000.0
RAMBAN(Deputy Commissioner Ramban_IDA),2025Q3,16,5.3979400086720375,0.875,0.125,225.0,0.0,0.0,3966500.0
RAMBAN(Deputy Commissioner Ramban_IDA),2026Q1,11,5.477121254719663,1.0,0.0,345.0,0.5454545454545454,0.0,3800000.0
RAMGARH(Deputy Commissioner ramgarh_IDA),2023Q3,1,5.698970004336019,1.0,0.0,345.0,0.0,0.0,500000.0
RAMGARH(Deputy Commissioner ramgarh_IDA),2023Q4,2,5.778151250383644,1.0,0.0,345.0,0.0,0.0,1200000.0
RAMGARH(Deputy Commissioner ramgarh_IDA),2024Q1,22,5.698970004336019,1.0,0.0,345.0,0.09090909090909091,0.0,12200000.0
RAMGARH(Deputy Commissioner ramgarh_IDA),2025Q2,3,6.173157120153469,0.0,0.0,345.0,0.0,0.0,4229450.0
RAMGARH(Deputy Commissioner ramgarh_IDA),2026Q1,31,5.698970004336019,0.967741935483871,0.0,345.0,0.12903225806451613,0.0,15496400.0
RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),2023Q3,235,5.135866990080816,0.0,0.9957446808510638,271.0,0.00851063829787234,0.0,36681436.84
RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),2023Q4,1,6.603963560515843,0.0,1.0,618.0,0.0,0.0,4017571.0
RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),2024Q1,117,4.517407053652154,0.0,0.9914529914529915,104.0,0.0,0.0,12240229.0
RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),2024Q3,5,5.7679265186139945,0.0,1.0,356.0,0.0,0.0,3025592.0
RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),2024Q4,73,5.302118709049127,0.0,0.9863013698630136,312.0,0.0,0.0,32379149.0
RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),2025Q1,22,5.237619129946189,0.0,1.0,183.0,0.0,0.0,3802260.0
RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),2025Q4,57,5.241048150671644,0.0,0.0,345.0,0.0,0.0,9929400.0
RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),2026Q1,81,5.241048150671644,0.0,0.0,345.0,0.024691358024691357,0.0,14930500.0
RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),2023Q2,35,5.698970004336019,0.9428571428571428,1.0,277.0,0.0,0.0,27258000.0
RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),2023Q3,69,5.663512470415156,0.2318840579710145,1.0,270.0,0.0,0.0,51348350.0
RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),2023Q4,118,5.745348092384291,0.2457627118644068,0.7627118644067796,188.5,0.0,0.0,84720700.0
RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),2024Q1,117,5.684845361644412,0.5042735042735043,0.8632478632478633,500.0,0.1452991452991453,0.0,78390424.0
RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),2024Q3,211,5.698970004336019,0.5071090047393365,0.8009478672985783,332.0,0.009478672985781991,0.0,134680300.0
RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),2024Q4,110,5.805568817548556,0.18181818181818182,0.6909090909090909,459.0,0.0,0.0,79741775.0
RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),2025Q1,24,6.135132651376775,0.20833333333333334,0.875,286.0,0.0,0.0,29513500.0
RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),2025Q2,183,5.707570176097937,0.3770491803278688,0.20765027322404372,230.0,0.02185792349726776,0.0,129805325.0
RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),2025Q3,290,5.613736141261871,0.5344827586206896,0.010344827586206896,115.0,0.04482758620689655,0.0,132487296.0
RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),2025Q4,104,5.845098040014257,0.5769230769230769,0.0,345.0,0.17307692307692307,0.0,77608970.0
RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),2026Q1,65,5.301029995663981,0.9384615384615385,0.0,345.0,0.0,0.0,23093000.0
RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),2019Q3,2,5.698970004336019,1.0,0.0,345.0,0.0,0.0,1000000.0
RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),2020Q4,3,4.778151250383644,0.3333333333333333,0.0,345.0,0.0,0.0,220000.0
RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),2021Q3,1,6.1679140057345405,0.0,0.0,345.0,0.0,0.0,1472021.0
RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),2022Q2,6,5.663701396424623,0.6666666666666666,0.3333333333333333,1153.0,0.0,0.0,2571805.0
RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),2023Q1,4,5.664164647431093,0.0,0.75,860.0,0.0,0.0,1813972.0
RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),2023Q3,4,5.873856017776387,0.75,0.5,714.5,0.0,0.0,2995843.0
RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),2023Q4,52,5.0,0.38461538461538464,0.9038461538461539,605.0,0.019230769230769232,0.0,10208917.0
RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),2024Q1,87,5.697229342759718,0.21839080459770116,0.7816091954022989,514.0,0.4942528735632184,0.0,46388802.0
RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),2024Q4,68,4.999591571195385,0.16176470588235295,0.8382352941176471,281.0,0.014705882352941176,0.0,17835267.0
RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),2025Q1,14,5.6147543602532615,0.5714285714285714,0.42857142857142855,187.0,0.0,0.0,5625594.0
RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),2025Q2,41,5.698970004336019,0.8292682926829268,0.17073170731707318,79.0,0.0,0.0,30040123.0
RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),2025Q3,88,5.476812796121746,0.36363636363636365,0.6477272727272727,190.0,0.13636363636363635,0.0,35110590.0
RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),2025Q4,22,5.3979400086720375,0.8636363636363636,0.13636363636363635,187.0,0.0,0.0,6449722.0
RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),2026Q1,15,5.3979400086720375,1.0,0.0,345.0,0.0,0.0,5100000.0
RATLAM(District Collector Ratlam_IDA),2023Q3,9,5.301029995663981,0.6666666666666666,0.4444444444444444,501.0,0.2222222222222222,0.0,1775000.0
RATLAM(District Collector Ratlam_IDA),2023Q4,15,5.3979400086720375,0.8666666666666667,0.8666666666666667,636.0,0.8,0.0,7523422.0
RATLAM(District Collector Ratlam_IDA),2024Q1,83,5.477121254719663,0.7590361445783133,0.7831325301204819,503.0,0.5783132530120482,0.0,33203107.0
RATLAM(District Collector Ratlam_IDA),2025Q1,28,5.477121254719663,0.6785714285714286,0.35714285714285715,196.0,0.17857142857142858,0.0,16955272.0
RATLAM(District Collector Ratlam_IDA),2025Q2,18,5.698970004336019,0.5555555555555556,0.2222222222222222,143.0,0.0,0.0,7673696.0
RATLAM(District Collector Ratlam_IDA),2025Q3,8,5.698970004336019,1.0,0.0,345.0,0.0,0.0,8000000.0
RATLAM(District Collector Ratlam_IDA),2025Q4,6,6.0,1.0,0.0,345.0,0.0,0.0,6000000.0
RATLAM(District Collector Ratlam_IDA),2026Q1,17,5.698970004336019,1.0,0.0,345.0,0.058823529411764705,0.0,12150000.0
RATNAGIRI(District Collector Ratnagiri_IDA),2024Q1,74,5.725386406268606,0.32432432432432434,0.7432432432432432,717.0,0.0,0.0,46194326.0
RATNAGIRI(District Collector Ratnagiri_IDA),2024Q3,1,6.0,1.0,0.0,345.0,0.0,0.0,1000000.0
RATNAGIRI(District Collector Ratnagiri_IDA),2025Q1,1,6.0,1.0,0.0,345.0,0.0,0.0,1000000.0
RATNAGIRI(District Collector Ratnagiri_IDA),2025Q2,20,6.0,1.0,0.0,345.0,0.0,0.0,17250000.0
RATNAGIRI(District Collector Ratnagiri_IDA),2025Q3,1,5.845098040014257,1.0,0.0,345.0,0.0,0.0,700000.0
RATNAGIRI(District Collector Ratnagiri_IDA),2025Q4,3,6.0,1.0,0.0,345.0,0.0,0.0,2500000.0
RATNAGIRI(District Collector Ratnagiri_IDA),2026Q1,13,6.0,1.0,0.0,345.0,0.0,0.0,11700000.0
